ResponseId,Country,EdLevel,Age,Employment_status
50797,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Under 18 years old,Full-time Student
50798,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50803,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Part-time Employment
50806,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Full-time Employment
50807,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50809,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Freelancer/Full-time Employment
50810,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50812,Hungary,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
50814,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Freelancer
50818,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50824,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50825,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50827,Israel,Some college/university study without earning a degree,45-54 years old,Full-time Employment
50828,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50830,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50832,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50833,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,55-64 years old,Full-time Employment
50835,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
50837,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50839,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50840,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50855,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
50858,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
50865,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50870,Germany,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
50871,Egypt,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
50874,Latvia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Freelancer/Full-time Employment
50876,Bulgaria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50879,Romania,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
50880,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50883,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50885,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer/Full-time Employment
50896,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
50899,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50901,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50910,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
50912,Israel,Some college/university study without earning a degree,35-44 years old,Freelancer
50917,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50927,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50928,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
50929,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50933,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50937,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50938,Greece,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Freelancer/Full-time Employment
50940,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
50943,Israel,Some college/university study without earning a degree,45-54 years old,Freelancer/Full-time Employment
50944,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50945,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50948,Tunisia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50949,Kenya,Some college/university study without earning a degree,25-34 years old,Freelancer
50954,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50956,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
50957,Germany,Something else,18-24 years old,Full-time Employment
50959,Turkey,Some college/university study without earning a degree,18-24 years old,Freelancer/Full-time Employment
50963,Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50964,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50967,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50972,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50973,Turkey,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50980,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50982,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
50983,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50986,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50988,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50989,Poland,Some college/university study without earning a degree,18-24 years old,Freelancer
50999,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51000,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Employment
51001,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
51004,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
51009,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Employment
51011,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51013,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
51014,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51016,Denmark,"Associate degree (A.A., A.S., etc.)",55-64 years old,Freelancer
51017,Serbia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51023,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51025,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51026,Saudi Arabia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51033,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51036,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
51042,Egypt,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51053,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51056,Norway,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51067,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51078,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51080,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51087,Switzerland,Primary/elementary school,55-64 years old,Full-time Employment
51092,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51094,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
51099,Italy,Some college/university study without earning a degree,45-54 years old,Full-time Employment
51100,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51101,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
51108,Spain,Some college/university study without earning a degree,35-44 years old,Full-time Employment
51110,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51113,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51115,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
51116,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51122,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51128,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51129,Romania,Some college/university study without earning a degree,45-54 years old,Freelancer
51131,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Part-time Employment
51136,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51142,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
51143,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51144,Hungary,Primary/elementary school,Under 18 years old,Full-time Student
51150,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
51151,Kenya,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
51153,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51155,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51160,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51164,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51173,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51174,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
51175,Greece,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51178,France,Some college/university study without earning a degree,35-44 years old,Full-time Employment
51182,Finland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
51193,United States of America,Some college/university study without earning a degree,45-54 years old,Freelancer
51195,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,45-54 years old,Full-time Employment
51200,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Prefer not to say,Full-time Employment
51201,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
51209,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51219,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51222,Belgium,Some college/university study without earning a degree,35-44 years old,Full-time Employment
51223,Austria,Some college/university study without earning a degree,45-54 years old,Full-time Employment
51227,Hungary,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51228,Mexico,Some college/university study without earning a degree,45-54 years old,Full-time Employment
51229,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51230,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
51232,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
51233,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51236,Sweden,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
51243,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
51244,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51254,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Freelancer
51260,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
51263,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Full-time Employment
51266,Poland,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
51270,United States of America,"Associate degree (A.A., A.S., etc.)",35-44 years old,Freelancer/Full-time Employment
51271,Romania,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Freelancer
51272,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51276,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
51280,Italy,Some college/university study without earning a degree,18-24 years old,Full-time Student
51282,Russian Federation,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
51287,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
51289,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
51291,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
51293,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
51296,Germany,Primary/elementary school,18-24 years old,Full-time Employment
51302,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
51307,Morocco,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Freelancer/Full-time Employment
51308,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
